participantName,userOpenid,final_rank,final_item_id,questionIndex,item_title,scenarioText,optionA,optionB,optionC,optionD,priorityOption,priorityPair,priorityOptionText,priorityPairText,safeInterviewPrompt,forbiddenDisclosureReminder
教师11,sim_openid_011_656566,3,Q9,9,飞行棋各走各的,大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。,耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。,拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,C,C/D,教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,请回忆第9题这个情境。当时的情境是：大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。当时提供的做法包括：教师A：耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导；教师B：暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题；教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。可以先从这个情境本身追问：两个孩子各走各的棋时，你当时更关注共同游戏规则的建立，还是先让他们体验这种玩法会带来什么问题？；你觉得教师怎样帮助幼儿从各玩各的，过渡到真正的共同游戏？。然后可围绕其作答过程中的重点比较追问：你当时是怎样比较以下两种做法的：教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用？如果教师提到调整过顺序，再追问：是什么信息或想法让你改变了当时的排序？请只围绕情境理解、判断依据和选项比较提问，不要提及任何内部计算指标、得分、排名、入选原因或评价性判断。,访谈提醒：本表仅供生成中性访谈提问。访谈时不得向教师透露任何内部计算指标、得分、排名、题目入选原因或评价性判断。
教师12,sim_openid_012_439268,1,Q9,9,飞行棋各走各的,大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。,耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。,拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,A,B/C,教师A：耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,教师B：暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。；教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,请回忆第9题这个情境。当时的情境是：大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。当时提供的做法包括：教师A：耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导；教师B：暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题；教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。可以先从这个情境本身追问：两个孩子各走各的棋时，你当时更关注共同游戏规则的建立，还是先让他们体验这种玩法会带来什么问题？；你觉得教师怎样帮助幼儿从各玩各的，过渡到真正的共同游戏？。然后可围绕其作答过程中的重点比较追问：你当时是怎样比较以下两种做法的：教师B：暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题；教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏？如果教师提到调整过顺序，再追问：是什么信息或想法让你改变了当时的排序？请只围绕情境理解、判断依据和选项比较提问，不要提及任何内部计算指标、得分、排名、入选原因或评价性判断。,访谈提醒：本表仅供生成中性访谈提问。访谈时不得向教师透露任何内部计算指标、得分、排名、题目入选原因或评价性判断。
教师12,sim_openid_012_439268,2,Q4,4,未参与小组建构,大班建构活动中，睿睿和其他幼儿计划一起搭积木大桥，他们讨论了搭建方法，并进入区域开始搭建。就在其他幼儿在认真搭建时，睿睿发现了一块长条木板，他一会儿在地上推着走，一会儿当枪使，没有再参与小组的搭建。,继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中。,肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中。,引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩。,看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏。,,B/C,,教师B：肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中。；教师C：引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩。,请回忆第4题这个情境。当时的情境是：大班建构活动中，睿睿和其他幼儿计划一起搭积木大桥，他们讨论了搭建方法，并进入区域开始搭建。就在其他幼儿在认真搭建时，睿睿发现了一块长条木板，他一会儿在地上推着走，一会儿当枪使，没有再参与小组的搭建。当时提供的做法包括：教师A：继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中；教师B：肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中；教师C：引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩；教师D：看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏。可以先从这个情境本身追问：睿睿离开了原来的搭桥计划去玩长条木板，你当时怎样理解他的行为：是偏离共同任务，还是出现了新的游戏线索？；面对共同建构计划和幼儿临时兴趣之间的变化，你觉得教师什么时候应该介入，什么时候可以继续观察？。然后可围绕其作答过程中的重点比较追问：你当时是怎样比较以下两种做法的：教师B：肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中；教师C：引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩？如果教师提到调整过顺序，再追问：是什么信息或想法让你改变了当时的排序？请只围绕情境理解、判断依据和选项比较提问，不要提及任何内部计算指标、得分、排名、入选原因或评价性判断。,访谈提醒：本表仅供生成中性访谈提问。访谈时不得向教师透露任何内部计算指标、得分、排名、题目入选原因或评价性判断。
教师12,sim_openid_012_439268,3,Q8,8,引水难题未解,中班上学期，幼儿在“引水游戏”中遇到了难题——水无法被引到竹片管道上。他们不断调整竹片拼接的方式，却始终没能成功，即竹片一头高于出水管道，阻碍了引流。渐渐地幼儿的探索兴趣也减弱了，有的开始玩水，有的甚至离开了水池。,示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试。,加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式。,组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试。,投放更多辅助引水的材料，重新激起幼儿的探索兴趣，继续观察游戏进展。,D,C/D,教师D：投放更多辅助引水的材料，重新激起幼儿的探索兴趣，继续观察游戏进展。,教师C：组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试。；教师D：投放更多辅助引水的材料，重新激起幼儿的探索兴趣，继续观察游戏进展。,请回忆第8题这个情境。当时的情境是：中班上学期，幼儿在“引水游戏”中遇到了难题——水无法被引到竹片管道上。他们不断调整竹片拼接的方式，却始终没能成功，即竹片一头高于出水管道，阻碍了引流。渐渐地幼儿的探索兴趣也减弱了，有的开始玩水，有的甚至离开了水池。当时提供的做法包括：教师A：示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试；教师B：加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式；教师C：组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试；教师D：投放更多辅助引水的材料，重新激起幼儿的探索兴趣，继续观察游戏进展。可以先从这个情境本身追问：孩子们引水失败、兴趣减弱时，你当时更倾向于直接示范方法，还是继续支持他们自己发现水流受阻的原因？；你觉得教师怎样提供支架，既能帮助问题解决，又保留幼儿继续探究的空间？。然后可围绕其作答过程中的重点比较追问：你当时是怎样比较以下两种做法的：教师C：组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试；教师D：投放更多辅助引水的材料，重新激起幼儿的探索兴趣，继续观察游戏进展？如果教师提到调整过顺序，再追问：是什么信息或想法让你改变了当时的排序？请只围绕情境理解、判断依据和选项比较提问，不要提及任何内部计算指标、得分、排名、入选原因或评价性判断。,访谈提醒：本表仅供生成中性访谈提问。访谈时不得向教师透露任何内部计算指标、得分、排名、题目入选原因或评价性判断。
教师13,sim_openid_013_622833,1,Q2,2,频繁求助,中班区域活动时，小明选择了建构区。玩了一会儿，他跑到老师面前说“老师，我不会搭……帮帮我吧”，教师问他需要什么帮助时，他一边说我不会搭，一边却很快地将房子从一层积木加高到了两层。看小明专注搭建后，老师就离开建构区了。可是没一会，小明又找了老师好几次，说“老师，帮帮我吧，我不会搭”。,鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力。,先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建。,在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。,帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。,D,A/C,教师D：帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。,教师A：鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力。；教师C：在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤。,请回忆第2题这个情境。当时的情境是：中班区域活动时，小明选择了建构区。玩了一会儿，他跑到老师面前说“老师，我不会搭……帮帮我吧”，教师问他需要什么帮助时，他一边说我不会搭，一边却很快地将房子从一层积木加高到了两层。看小明专注搭建后，老师就离开建构区了。可是没一会，小明又找了老师好几次，说“老师，帮帮我吧，我不会搭”。当时提供的做法包括：教师A：鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力；教师B：先示范搭建关键部分，请小明观察方法，再鼓励他照着继续搭建；教师C：在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤；教师D：帮小明回顾已搭建完成的部分，指导他设定小目标，尝试自己实现。可以先从这个情境本身追问：小明一边说不会搭，一边又能继续加高房子，你当时怎样判断他真正需要的帮助是什么？；面对幼儿反复求助，你觉得教师怎样支持，既不替代幼儿完成，又能帮助他继续推进游戏？。然后可围绕其作答过程中的重点比较追问：你当时是怎样比较以下两种做法的：教师A：鼓励小明独立搭建，引导他思考接下来如何搭建，及时表扬他的努力；教师C：在旁观察小明的搭建过程，并适时反馈，帮助他理清搭建步骤？如果教师提到调整过顺序，再追问：是什么信息或想法让你改变了当时的排序？请只围绕情境理解、判断依据和选项比较提问，不要提及任何内部计算指标、得分、排名、入选原因或评价性判断。,访谈提醒：本表仅供生成中性访谈提问。访谈时不得向教师透露任何内部计算指标、得分、排名、题目入选原因或评价性判断。
教师13,sim_openid_013_622833,2,Q3,3,区域停留短,小班幼儿瑶瑶在区域活动时，一会儿在娃娃家切切菜，一会儿到美工区搓搓橡皮泥，一会儿又开心地跑到其它区域游戏，在任何一个区域停留时间都不超过三分钟。,提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享。,游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。,仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。,以同伴的身份陪伴瑶瑶在某一区域游戏，待他专注游戏后再离开。,A,A/B,教师A：提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享。,教师A：提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享。；教师B：游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。,请回忆第3题这个情境。当时的情境是：小班幼儿瑶瑶在区域活动时，一会儿在娃娃家切切菜，一会儿到美工区搓搓橡皮泥，一会儿又开心地跑到其它区域游戏，在任何一个区域停留时间都不超过三分钟。当时提供的做法包括：教师A：提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享；教师B：游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友；教师C：仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因；教师D：以同伴的身份陪伴瑶瑶在某一区域游戏，待他专注游戏后再离开。可以先从这个情境本身追问：瑶瑶在多个区域快速转换时，你当时会先把它看作注意力不集中、规则问题，还是一种探索不同材料的方式？；如果你在现场，你会先观察哪些信息来判断是否需要介入？。然后可围绕其作答过程中的重点比较追问：你当时是怎样比较以下两种做法的：教师A：提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享；教师B：游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友？如果教师提到调整过顺序，再追问：是什么信息或想法让你改变了当时的排序？请只围绕情境理解、判断依据和选项比较提问，不要提及任何内部计算指标、得分、排名、入选原因或评价性判断。,访谈提醒：本表仅供生成中性访谈提问。访谈时不得向教师透露任何内部计算指标、得分、排名、题目入选原因或评价性判断。
教师13,sim_openid_013_622833,3,Q8,8,引水难题未解,中班上学期，幼儿在“引水游戏”中遇到了难题——水无法被引到竹片管道上。他们不断调整竹片拼接的方式，却始终没能成功，即竹片一头高于出水管道，阻碍了引流。渐渐地幼儿的探索兴趣也减弱了，有的开始玩水，有的甚至离开了水池。,示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试。,加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式。,组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试。,投放更多辅助引水的材料，重新激起幼儿的探索兴趣，继续观察游戏进展。,D,A/B,教师D：投放更多辅助引水的材料，重新激起幼儿的探索兴趣，继续观察游戏进展。,教师A：示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试。；教师B：加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式。,请回忆第8题这个情境。当时的情境是：中班上学期，幼儿在“引水游戏”中遇到了难题——水无法被引到竹片管道上。他们不断调整竹片拼接的方式，却始终没能成功，即竹片一头高于出水管道，阻碍了引流。渐渐地幼儿的探索兴趣也减弱了，有的开始玩水，有的甚至离开了水池。当时提供的做法包括：教师A：示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试；教师B：加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式；教师C：组织幼儿就游戏困难进行讨论，寻找解决问题的方案，引导幼儿再次尝试；教师D：投放更多辅助引水的材料，重新激起幼儿的探索兴趣，继续观察游戏进展。可以先从这个情境本身追问：孩子们引水失败、兴趣减弱时，你当时更倾向于直接示范方法，还是继续支持他们自己发现水流受阻的原因？；你觉得教师怎样提供支架，既能帮助问题解决，又保留幼儿继续探究的空间？。然后可围绕其作答过程中的重点比较追问：你当时是怎样比较以下两种做法的：教师A：示范正确的引水方法，请幼儿注意观察并说说引水的要领，再自己试一试；教师B：加入幼儿的探索，引导他们观察水流受阻的位置，一起尝试调整竹片的摆放方式？如果教师提到调整过顺序，再追问：是什么信息或想法让你改变了当时的排序？请只围绕情境理解、判断依据和选项比较提问，不要提及任何内部计算指标、得分、排名、入选原因或评价性判断。,访谈提醒：本表仅供生成中性访谈提问。访谈时不得向教师透露任何内部计算指标、得分、排名、题目入选原因或评价性判断。
教师14,sim_openid_014_601439,1,Q4,4,未参与小组建构,大班建构活动中，睿睿和其他幼儿计划一起搭积木大桥，他们讨论了搭建方法，并进入区域开始搭建。就在其他幼儿在认真搭建时，睿睿发现了一块长条木板，他一会儿在地上推着走，一会儿当枪使，没有再参与小组的搭建。,继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中。,肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中。,引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩。,看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏。,A,C/D,教师A：继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中。,教师C：引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩。；教师D：看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏。,请回忆第4题这个情境。当时的情境是：大班建构活动中，睿睿和其他幼儿计划一起搭积木大桥，他们讨论了搭建方法，并进入区域开始搭建。就在其他幼儿在认真搭建时，睿睿发现了一块长条木板，他一会儿在地上推着走，一会儿当枪使，没有再参与小组的搭建。当时提供的做法包括：教师A：继续观察，后续分享中支持睿睿思考如何把长条木板融入小组的建构中；教师B：肯定睿睿的创造性玩法，询问他长条板能否当桥面，引导他参与到搭桥任务中；教师C：引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩；教师D：看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏。可以先从这个情境本身追问：睿睿离开了原来的搭桥计划去玩长条木板，你当时怎样理解他的行为：是偏离共同任务，还是出现了新的游戏线索？；面对共同建构计划和幼儿临时兴趣之间的变化，你觉得教师什么时候应该介入，什么时候可以继续观察？。然后可围绕其作答过程中的重点比较追问：你当时是怎样比较以下两种做法的：教师C：引导睿睿回顾计划，建议他先完成共同任务，长条木板可以等自由游戏时再玩；教师D：看到睿睿玩得开心，暂不介入，等下一次活动时再提醒他根据计划开展游戏？如果教师提到调整过顺序，再追问：是什么信息或想法让你改变了当时的排序？请只围绕情境理解、判断依据和选项比较提问，不要提及任何内部计算指标、得分、排名、入选原因或评价性判断。,访谈提醒：本表仅供生成中性访谈提问。访谈时不得向教师透露任何内部计算指标、得分、排名、题目入选原因或评价性判断。
教师14,sim_openid_014_601439,2,Q7,7,艾莎公主不运动,小班的一次户外运动，有几个女孩子从一开始就没有选择任何体育活动项目，而是聚在一起坐在地上玩“艾莎公主”的游戏，比一比谁的鞋子最漂亮，谁的魔法最厉害。,询问幼儿没有参与运动的原因，提供丰富的活动材料吸引幼儿参与运动活动。,提醒幼儿现在是运动时间，请他们等自由游戏时间再一起玩“艾莎公主”的游戏。,利用艾莎公主的鞋子设计走、跑、跳等活动，并以参与者的身份邀请幼儿一起参与运动。,肯定幼儿自主游戏的行为，言语引导幼儿穿着“漂亮的鞋子”参与运动。,B,C/D,教师B：提醒幼儿现在是运动时间，请他们等自由游戏时间再一起玩“艾莎公主”的游戏。,教师C：利用艾莎公主的鞋子设计走、跑、跳等活动，并以参与者的身份邀请幼儿一起参与运动。；教师D：肯定幼儿自主游戏的行为，言语引导幼儿穿着“漂亮的鞋子”参与运动。,请回忆第7题这个情境。当时的情境是：小班的一次户外运动，有几个女孩子从一开始就没有选择任何体育活动项目，而是聚在一起坐在地上玩“艾莎公主”的游戏，比一比谁的鞋子最漂亮，谁的魔法最厉害。当时提供的做法包括：教师A：询问幼儿没有参与运动的原因，提供丰富的活动材料吸引幼儿参与运动活动；教师B：提醒幼儿现在是运动时间，请他们等自由游戏时间再一起玩“艾莎公主”的游戏；教师C：利用艾莎公主的鞋子设计走、跑、跳等活动，并以参与者的身份邀请幼儿一起参与运动；教师D：肯定幼儿自主游戏的行为，言语引导幼儿穿着“漂亮的鞋子”参与运动。可以先从这个情境本身追问：几个女孩在户外运动时间玩艾莎公主时，你当时更关注运动目标，还是关注她们正在生成的角色游戏兴趣？；如果要把艾莎公主游戏和运动活动连接起来，你觉得教师可以怎样做才不显得生硬？。然后可围绕其作答过程中的重点比较追问：你当时是怎样比较以下两种做法的：教师C：利用艾莎公主的鞋子设计走、跑、跳等活动，并以参与者的身份邀请幼儿一起参与运动；教师D：肯定幼儿自主游戏的行为，言语引导幼儿穿着“漂亮的鞋子”参与运动？如果教师提到调整过顺序，再追问：是什么信息或想法让你改变了当时的排序？请只围绕情境理解、判断依据和选项比较提问，不要提及任何内部计算指标、得分、排名、入选原因或评价性判断。,访谈提醒：本表仅供生成中性访谈提问。访谈时不得向教师透露任何内部计算指标、得分、排名、题目入选原因或评价性判断。
教师14,sim_openid_014_601439,3,Q9,9,飞行棋各走各的,大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。,耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。,拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,C,A/D,教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,教师A：耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,请回忆第9题这个情境。当时的情境是：大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。当时提供的做法包括：教师A：耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导；教师B：暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题；教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。可以先从这个情境本身追问：两个孩子各走各的棋时，你当时更关注共同游戏规则的建立，还是先让他们体验这种玩法会带来什么问题？；你觉得教师怎样帮助幼儿从各玩各的，过渡到真正的共同游戏？。然后可围绕其作答过程中的重点比较追问：你当时是怎样比较以下两种做法的：教师A：耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用？如果教师提到调整过顺序，再追问：是什么信息或想法让你改变了当时的排序？请只围绕情境理解、判断依据和选项比较提问，不要提及任何内部计算指标、得分、排名、入选原因或评价性判断。,访谈提醒：本表仅供生成中性访谈提问。访谈时不得向教师透露任何内部计算指标、得分、排名、题目入选原因或评价性判断。
教师15,sim_openid_015_459012,1,Q3,3,区域停留短,小班幼儿瑶瑶在区域活动时，一会儿在娃娃家切切菜，一会儿到美工区搓搓橡皮泥，一会儿又开心地跑到其它区域游戏，在任何一个区域停留时间都不超过三分钟。,提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享。,游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。,仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。,以同伴的身份陪伴瑶瑶在某一区域游戏，待他专注游戏后再离开。,D,B/C,教师D：以同伴的身份陪伴瑶瑶在某一区域游戏，待他专注游戏后再离开。,教师B：游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友。；教师C：仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因。,请回忆第3题这个情境。当时的情境是：小班幼儿瑶瑶在区域活动时，一会儿在娃娃家切切菜，一会儿到美工区搓搓橡皮泥，一会儿又开心地跑到其它区域游戏，在任何一个区域停留时间都不超过三分钟。当时提供的做法包括：教师A：提议瑶瑶完成某项游戏任务，如在娃娃家做菜，请他活动小结时分享；教师B：游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友；教师C：仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因；教师D：以同伴的身份陪伴瑶瑶在某一区域游戏，待他专注游戏后再离开。可以先从这个情境本身追问：瑶瑶在多个区域快速转换时，你当时会先把它看作注意力不集中、规则问题，还是一种探索不同材料的方式？；如果你在现场，你会先观察哪些信息来判断是否需要介入？。然后可围绕其作答过程中的重点比较追问：你当时是怎样比较以下两种做法的：教师B：游戏前提醒区域活动规则，活动结束后表扬区域游戏规则遵守得好的小朋友；教师C：仔细观察瑶瑶在不同区域的游戏情况，分析他发生迅速转移的原因？如果教师提到调整过顺序，再追问：是什么信息或想法让你改变了当时的排序？请只围绕情境理解、判断依据和选项比较提问，不要提及任何内部计算指标、得分、排名、入选原因或评价性判断。,访谈提醒：本表仅供生成中性访谈提问。访谈时不得向教师透露任何内部计算指标、得分、排名、题目入选原因或评价性判断。
教师15,sim_openid_015_459012,2,Q9,9,飞行棋各走各的,大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。,耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导。,暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题。,拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,C,C/D,教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。,教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏。；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。,请回忆第9题这个情境。当时的情境是：大班区域游戏中，轩轩和小宇一起玩飞行棋，他们将棋子摆好后，各自拿了一个骰子开始投，小宇说：“该我走。”轩轩说：“明明该我走！”相持不下，于是两人各拿一个骰子，自顾自地走自己的棋。当时提供的做法包括：教师A：耐心讲解共同游戏的规则，再以“棋手”身份加入游戏进行示范引导；教师B：暂不介入，继续观察游戏进展，待区域小结时请幼儿分享游戏中的体验和问题；教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用。可以先从这个情境本身追问：两个孩子各走各的棋时，你当时更关注共同游戏规则的建立，还是先让他们体验这种玩法会带来什么问题？；你觉得教师怎样帮助幼儿从各玩各的，过渡到真正的共同游戏？。然后可围绕其作答过程中的重点比较追问：你当时是怎样比较以下两种做法的：教师C：拿走一个骰子，请幼儿商量只有一个骰子的共同游戏规则，达成一致后再开始游戏；教师D：待幼儿体验一轮各走各的游戏后，询问幼儿的游戏体验，提示共同游戏规则的作用？如果教师提到调整过顺序，再追问：是什么信息或想法让你改变了当时的排序？请只围绕情境理解、判断依据和选项比较提问，不要提及任何内部计算指标、得分、排名、入选原因或评价性判断。,访谈提醒：本表仅供生成中性访谈提问。访谈时不得向教师透露任何内部计算指标、得分、排名、题目入选原因或评价性判断。
